"","id","id_seq","transicao","V1023","idade","genero","VD3004","V2010","V2005","UF","qtd_pessoas","periodo_ajust","ensino_medio","ensino_superior","raça","posicao_familiar","tempo_desemprego","filhos","regiao","renda_domiciliar","renda_depois"
"279","420098846_04_06_22_07_1992_Homem_4252011",18483,"Migrou para o setor privado","Resto da UF  (Unidade da Federação, excluindo a região metropolitana e a RIDE)",26,"Homem","Fundamental completo ou equivalente","Branca","Filho(a) somente do responsável","Santa Catarina",5,"Pré-pandemia","Ensino médio incompleto","Sem superior completo","Branco","Não responsável pelo domicílio",13,0,"Sul",0,1190
"280","420016520_11_06_16_11_1961_Mulher_4252012",18514,"Migrou para o setor privado","Resto da UF  (Unidade da Federação, excluindo a região metropolitana e a RIDE)",56,"Mulher","Fundamental incompleto ou equivalente","Branca","Pessoa responsável pelo domicílio","Santa Catarina",2,"Pré-pandemia","Ensino médio incompleto","Sem superior completo","Branco","Responsável pelo domicílio",8,0,"Sul",0,1090
"281","420068099_13_06_23_08_1993_Mulher_4252012",18548,"Migrou para TCP","Resto da UF  (Unidade da Federação, excluindo a região metropolitana e a RIDE)",24,"Mulher","Superior completo","Parda","Filho(a) do responsável e do cônjuge","Santa Catarina",4,"Pré-pandemia","Ensino médio completo","Superior completo","Não branco","Não responsável pelo domicílio",1,0,"Sul",1937.5,2750
"282","420036516_13_06_04_03_1994_Homem_4253011",18696,"Migrou para o setor privado","Resto da UF  (Unidade da Federação, excluindo a região metropolitana e a RIDE)",24,"Homem","Fundamental completo ou equivalente","Branca","Neto(a)","Santa Catarina",6,"Pré-pandemia","Ensino médio incompleto","Sem superior completo","Branco","Não responsável pelo domicílio",5,0,"Sul",100,1200
"283","420001876_01_06_03_04_1974_Homem_4253012",18801,"Migrou para o setor privado","Resto da UF  (Unidade da Federação, excluindo a região metropolitana e a RIDE)",44,"Homem","Fundamental completo ou equivalente","Parda","Pessoa responsável pelo domicílio","Santa Catarina",2,"Pré-pandemia","Ensino médio incompleto","Sem superior completo","Não branco","Responsável pelo domicílio",6,1,"Sul",0,1850
"284","420088278_01_06_28_10_1993_Mulher_4253012",18960,"Migrou para o setor privado","Resto da UF  (Unidade da Federação, excluindo a região metropolitana e a RIDE)",24,"Mulher","Médio completo ou equivalente","Parda","Pessoa responsável pelo domicílio","Santa Catarina",1,"Pré-pandemia","Ensino médio completo","Sem superior completo","Não branco","Responsável pelo domicílio",9,0,"Sul",0,1077
"285","430144490_08_06_15_12_1989_Mulher_4310111",19493,"Migrou para o setor privado","Capital",28,"Mulher","Superior completo","Branca","Pessoa responsável pelo domicílio","Rio Grande do Sul",2,"Pré-pandemia","Ensino médio completo","Superior completo","Branco","Responsável pelo domicílio",4,0,"Sul",2300,2600
"286","430120269_12_06_15_11_1998_Mulher_4310212",19648,"Migrou para o setor privado","Capital",19,"Mulher","Médio completo ou equivalente","Branca","Filho(a) do responsável e do cônjuge","Rio Grande do Sul",3,"Pré-pandemia","Ensino médio completo","Sem superior completo","Branco","Não responsável pelo domicílio",14,0,"Sul",400,650
"287","430163140_02_06_11_04_1986_Homem_4310212",19668,"Migrou para o setor privado","Capital",32,"Homem","Fundamental incompleto ou equivalente","Parda","Cônjuge ou companheiro(a) de sexo diferente","Rio Grande do Sul",3.2,"Pré-pandemia","Ensino médio incompleto","Sem superior completo","Não branco","Não responsável pelo domicílio",3,0,"Sul",390.875,1150
"288","430030335_02_06_05_12_1997_Homem_4321011",19769,"Migrou para o setor privado","Resto da RM (Região Metropolitana, excluindo a capital)",20,"Homem","Médio completo ou equivalente","Branca","Cônjuge ou companheiro(a) de sexo diferente","Rio Grande do Sul",2,"Pré-pandemia","Ensino médio completo","Sem superior completo","Branco","Não responsável pelo domicílio",36,0,"Sul",725,1100
"289","430121561_08_06_04_10_1999_Homem_4321011",19841,"Migrou para o setor privado","Resto da RM (Região Metropolitana, excluindo a capital)",18,"Homem","Médio completo ou equivalente","Branca","Filho(a) do responsável e do cônjuge","Rio Grande do Sul",4,"Pré-pandemia","Ensino médio completo","Sem superior completo","Branco","Não responsável pelo domicílio",2,0,"Sul",787.5,976
"290","430121561_11_06_03_03_1976_Mulher_4321011",19846,"Migrou para o setor privado","Resto da RM (Região Metropolitana, excluindo a capital)",42,"Mulher","Superior completo","Branca","Cônjuge ou companheiro(a) de sexo diferente","Rio Grande do Sul",5,"Pré-pandemia","Ensino médio completo","Superior completo","Branco","Não responsável pelo domicílio",9,3,"Sul",1400,6000
"291","430109330_09_06_19_02_1980_Homem_4321012",19937,"Migrou para TCP","Resto da RM (Região Metropolitana, excluindo a capital)",38,"Homem","Fundamental incompleto ou equivalente","Branca","Pessoa responsável pelo domicílio","Rio Grande do Sul",1,"Pré-pandemia","Ensino médio incompleto","Sem superior completo","Branco","Responsável pelo domicílio",3,0,"Sul",0,1700
"292","430138596_04_06_09_05_1988_Mulher_4321012",19961,"Migrou para o setor privado","Resto da RM (Região Metropolitana, excluindo a capital)",30,"Mulher","Médio completo ou equivalente","Branca","Filho(a) somente do responsável","Rio Grande do Sul",4,"Pré-pandemia","Ensino médio completo","Sem superior completo","Branco","Não responsável pelo domicílio",10,0,"Sul",0,954
"293","430155665_08_06_18_08_1962_Mulher_4321012",19977,"Migrou para o setor privado","Resto da RM (Região Metropolitana, excluindo a capital)",55,"Mulher","Fundamental incompleto ou equivalente","Branca","Pessoa responsável pelo domicílio","Rio Grande do Sul",2,"Pré-pandemia","Ensino médio incompleto","Sem superior completo","Branco","Responsável pelo domicílio",7,0,"Sul",0,1150
"294","430013071_13_06_16_05_1994_Mulher_4321013",19997,"Migrou para o setor privado","Resto da RM (Região Metropolitana, excluindo a capital)",24,"Mulher","Médio completo ou equivalente","Branca","Filho(a) do responsável e do cônjuge","Rio Grande do Sul",5.6,"Pré-pandemia","Ensino médio completo","Sem superior completo","Branco","Não responsável pelo domicílio",3,0,"Sul",433.333333333333,1000
"295","430079297_02_06_26_08_1998_Homem_4321013",19999,"Migrou para TCP","Resto da RM (Região Metropolitana, excluindo a capital)",19,"Homem","Médio completo ou equivalente","Branca","Filho(a) somente do responsável","Rio Grande do Sul",4,"Pré-pandemia","Ensino médio completo","Sem superior completo","Branco","Não responsável pelo domicílio",11,0,"Sul",412.5,750
"296","430087275_06_06_21_02_1978_Homem_4351011",20025,"Migrou para o setor privado","Resto da UF  (Unidade da Federação, excluindo a região metropolitana e a RIDE)",40,"Homem","Médio incompleto ou equivalente","Parda","Pessoa responsável pelo domicílio","Rio Grande do Sul",2,"Pré-pandemia","Ensino médio incompleto","Sem superior completo","Não branco","Responsável pelo domicílio",2,0,"Sul",650,1229
"297","430181880_10_06_23_06_1988_Homem_4351012",20072,"Migrou para o setor privado","Resto da UF  (Unidade da Federação, excluindo a região metropolitana e a RIDE)",30,"Homem","Médio completo ou equivalente","Branca","Filho(a) do responsável e do cônjuge","Rio Grande do Sul",3,"Pré-pandemia","Ensino médio completo","Sem superior completo","Branco","Não responsável pelo domicílio",10,0,"Sul",0,1300
"298","430018463_03_06_10_10_1985_Mulher_4352011",20115,"Migrou para o setor privado","Resto da UF  (Unidade da Federação, excluindo a região metropolitana e a RIDE)",32,"Mulher","Fundamental incompleto ou equivalente","Branca","Cônjuge ou companheiro(a) de sexo diferente","Rio Grande do Sul",3,"Pré-pandemia","Ensino médio incompleto","Sem superior completo","Branco","Não responsável pelo domicílio",24,0,"Sul",400,1285
"299","430201228_12_06_28_01_1993_Mulher_4352011",20179,"Migrou para o setor privado","Resto da UF  (Unidade da Federação, excluindo a região metropolitana e a RIDE)",25,"Mulher","Fundamental incompleto ou equivalente","Branca","Pessoa responsável pelo domicílio","Rio Grande do Sul",1.6,"Pré-pandemia","Ensino médio incompleto","Sem superior completo","Branco","Responsável pelo domicílio",3,1,"Sul",0,1120
"300","430073910_03_06_25_05_1972_Homem_4353011",20249,"Migrou para TCP","Resto da UF  (Unidade da Federação, excluindo a região metropolitana e a RIDE)",46,"Homem","Fundamental incompleto ou equivalente","Branca","Pessoa responsável pelo domicílio","Rio Grande do Sul",2,"Pré-pandemia","Ensino médio incompleto","Sem superior completo","Branco","Responsável pelo domicílio",13,0,"Sul",538.5,1100
"301","430076009_14_06_09_11_1985_Mulher_4353011",20265,"Migrou para o setor privado","Resto da UF  (Unidade da Federação, excluindo a região metropolitana e a RIDE)",32,"Mulher","Fundamental completo ou equivalente","Branca","Pessoa responsável pelo domicílio","Rio Grande do Sul",2,"Pré-pandemia","Ensino médio incompleto","Sem superior completo","Branco","Responsável pelo domicílio",5,1,"Sul",0,1450
"302","430190856_11_06_13_02_1998_Homem_4353011",20311,"Migrou para o setor privado","Resto da UF  (Unidade da Federação, excluindo a região metropolitana e a RIDE)",20,"Homem","Médio incompleto ou equivalente","Parda","Neto(a)","Rio Grande do Sul",4,"Pré-pandemia","Ensino médio incompleto","Sem superior completo","Não branco","Não responsável pelo domicílio",8,0,"Sul",225,977
"303","430097209_14_06_03_05_1985_Mulher_4353012",20366,"Migrou para o setor privado","Resto da UF  (Unidade da Federação, excluindo a região metropolitana e a RIDE)",33,"Mulher","Médio completo ou equivalente","Branca","Pessoa responsável pelo domicílio","Rio Grande do Sul",2,"Pré-pandemia","Ensino médio completo","Sem superior completo","Branco","Responsável pelo domicílio",3,1,"Sul",0,1092
"304","430114978_04_06_28_11_1967_Homem_4353012",20367,"Migrou para o setor privado","Resto da UF  (Unidade da Federação, excluindo a região metropolitana e a RIDE)",50,"Homem","Fundamental completo ou equivalente","Branca","Filho(a) somente do responsável","Rio Grande do Sul",2,"Pré-pandemia","Ensino médio incompleto","Sem superior completo","Branco","Não responsável pelo domicílio",6,0,"Sul",0,2500
"305","430090889_12_06_20_09_1995_Homem_4354013",20591,"Migrou para o setor privado","Resto da UF  (Unidade da Federação, excluindo a região metropolitana e a RIDE)",22,"Homem","Fundamental incompleto ou equivalente","Preta","Cônjuge ou companheiro(a) de sexo diferente","Rio Grande do Sul",6,"Pré-pandemia","Ensino médio incompleto","Sem superior completo","Não branco","Não responsável pelo domicílio",3,1,"Sul",0,1200
"306","430001841_11_06_06_08_1990_Homem_4355013",20755,"Migrou para o setor privado","Resto da UF  (Unidade da Federação, excluindo a região metropolitana e a RIDE)",28,"Homem","Superior completo","Branca","Filho(a) do responsável e do cônjuge","Rio Grande do Sul",3.4,"Pré-pandemia","Ensino médio completo","Superior completo","Branco","Não responsável pelo domicílio",4,0,"Sul",1000,5000
"307","430044063_03_06_24_07_1999_Mulher_4355013",20763,"Migrou para o setor privado","Resto da UF  (Unidade da Federação, excluindo a região metropolitana e a RIDE)",18,"Mulher","Médio completo ou equivalente","Branca","Neto(a)","Rio Grande do Sul",6,"Pré-pandemia","Ensino médio completo","Sem superior completo","Branco","Não responsável pelo domicílio",24,0,"Sul",429.166666666667,850
"308","500026062_10_06_16_04_1995_Mulher_5053011",21306,"Migrou para TCP","Resto da UF  (Unidade da Federação, excluindo a região metropolitana e a RIDE)",23,"Mulher","Superior completo","Branca","Filho(a) do responsável e do cônjuge","Mato Grosso do Sul",5,"Pré-pandemia","Ensino médio completo","Superior completo","Branco","Não responsável pelo domicílio",3,0,"Centro-Oeste",2320,1750
"309","510019228_12_06_27_02_1989_Mulher_5110011",21382,"Migrou para o setor privado","Capital",29,"Mulher","Superior completo","Branca","Cônjuge ou companheiro(a) de sexo diferente","Mato Grosso",2,"Pré-pandemia","Ensino médio completo","Superior completo","Branco","Não responsável pelo domicílio",24,0,"Centro-Oeste",1550,1600
"310","510015881_08_06_03_08_1989_Mulher_5110012",21444,"Migrou para o setor privado","Capital",28,"Mulher","Fundamental incompleto ou equivalente","Preta","Pessoa responsável pelo domicílio","Mato Grosso",3.6,"Pré-pandemia","Ensino médio incompleto","Sem superior completo","Não branco","Responsável pelo domicílio",24,2,"Centro-Oeste",0,1015
"311","510039191_11_06_16_09_1977_Homem_5130010",21558,"Migrou para TCP","Resto da UF  (Unidade da Federação, excluindo a região metropolitana e a RIDE)",40,"Homem","Fundamental incompleto ou equivalente","Parda","Cônjuge ou companheiro(a) de sexo diferente","Mato Grosso",2,"Pré-pandemia","Ensino médio incompleto","Sem superior completo","Não branco","Não responsável pelo domicílio",1,0,"Centro-Oeste",100,1700
"312","510007140_14_06_18_03_1995_Homem_5151011",21599,"Migrou para TCP","Resto da UF  (Unidade da Federação, excluindo a região metropolitana e a RIDE)",23,"Homem","Médio incompleto ou equivalente","Parda","Neto(a)","Mato Grosso",3,"Pré-pandemia","Ensino médio incompleto","Sem superior completo","Não branco","Não responsável pelo domicílio",1,0,"Centro-Oeste",0,1050
"313","510035571_02_06_28_06_1974_Homem_5151012",21667,"Migrou para o setor privado","Resto da UF  (Unidade da Federação, excluindo a região metropolitana e a RIDE)",43,"Homem","Fundamental incompleto ou equivalente","Parda","Cônjuge ou companheiro(a) de sexo diferente","Mato Grosso",3,"Pré-pandemia","Ensino médio incompleto","Sem superior completo","Não branco","Não responsável pelo domicílio",4,0,"Centro-Oeste",351.833333333333,2000
"314","510009211_13_06_10_04_1995_Homem_5152011",21688,"Migrou para o setor privado","Resto da UF  (Unidade da Federação, excluindo a região metropolitana e a RIDE)",23,"Homem","Superior incompleto ou equivalente","Branca","Filho(a) do responsável e do cônjuge","Mato Grosso",3,"Pré-pandemia","Ensino médio completo","Sem superior completo","Branco","Não responsável pelo domicílio",10,0,"Centro-Oeste",2900,1400
"315","510008754_08_06_06_08_1996_Homem_5153013",21887,"Migrou para o setor privado","Resto da UF  (Unidade da Federação, excluindo a região metropolitana e a RIDE)",21,"Homem","Fundamental incompleto ou equivalente","Parda","Filho(a) somente do responsável","Mato Grosso",5,"Pré-pandemia","Ensino médio incompleto","Sem superior completo","Não branco","Não responsável pelo domicílio",1,0,"Centro-Oeste",25,650
"316","520005350_05_06_29_06_1997_Homem_5210011",21933,"Migrou para o setor privado","Capital",20,"Homem","Médio completo ou equivalente","Branca","Filho(a) somente do responsável","Goiás",3,"Pré-pandemia","Ensino médio completo","Sem superior completo","Branco","Não responsável pelo domicílio",1,0,"Centro-Oeste",833.333333333333,880
"317","520106312_06_06_26_11_1991_Mulher_5210011",22078,"Migrou para o setor privado","Capital",26,"Mulher","Superior incompleto ou equivalente","Preta","Pessoa responsável pelo domicílio","Goiás",1,"Pré-pandemia","Ensino médio completo","Sem superior completo","Não branco","Responsável pelo domicílio",6,0,"Centro-Oeste",0,976
"318","520055477_08_06_08_03_1997_Mulher_5210012",22123,"Migrou para TCP","Capital",21,"Mulher","Superior incompleto ou equivalente","Preta","Filho(a) do responsável e do cônjuge","Goiás",3.2,"Pré-pandemia","Ensino médio completo","Sem superior completo","Não branco","Não responsável pelo domicílio",24,0,"Centro-Oeste",0,777
"319","520027684_05_06_15_04_1966_Homem_5220011",22222,"Migrou para o setor privado","Resto da RM (Região Metropolitana, excluindo a capital)",52,"Homem","Médio incompleto ou equivalente","Branca","Pessoa responsável pelo domicílio","Goiás",3,"Pré-pandemia","Ensino médio incompleto","Sem superior completo","Branco","Responsável pelo domicílio",8,0,"Centro-Oeste",16.6666666666667,2150
"320","520018225_09_06_04_01_1995_Homem_5220013",22300,"Migrou para o setor privado","Resto da RM (Região Metropolitana, excluindo a capital)",23,"Homem","Médio completo ou equivalente","Parda","Filho(a) do responsável e do cônjuge","Goiás",4,"Pré-pandemia","Ensino médio completo","Sem superior completo","Não branco","Não responsável pelo domicílio",4,0,"Centro-Oeste",937.5,650
"321","520000976_01_06_26_01_1993_Homem_5240011",22346,"Migrou para TCP","Resto da RIDE (Região Integrada de Desenvolvimento Econômico, excluindo a capital)",25,"Homem","Médio completo ou equivalente","Preta","Filho(a) somente do responsável","Goiás",2.8,"Pré-pandemia","Ensino médio completo","Sem superior completo","Não branco","Não responsável pelo domicílio",13,0,"Centro-Oeste",398.25,350
"322","520088304_11_06_02_01_1999_Mulher_5252011",22571,"Migrou para o setor privado","Resto da UF  (Unidade da Federação, excluindo a região metropolitana e a RIDE)",19,"Mulher","Médio completo ou equivalente","Parda","Filho(a) somente do responsável","Goiás",2.4,"Pré-pandemia","Ensino médio completo","Sem superior completo","Não branco","Não responsável pelo domicílio",5,0,"Centro-Oeste",525.666666666667,976
"323","520069140_08_06_03_04_1990_Homem_5252012",22612,"Migrou para o setor privado","Resto da UF  (Unidade da Federação, excluindo a região metropolitana e a RIDE)",28,"Homem","Médio completo ou equivalente","Parda","Neto(a)","Goiás",3,"Pré-pandemia","Ensino médio completo","Sem superior completo","Não branco","Não responsável pelo domicílio",1,0,"Centro-Oeste",0,1400
"324","520038105_11_06_11_09_1991_Homem_5253012",22729,"Migrou para o setor privado","Resto da UF  (Unidade da Federação, excluindo a região metropolitana e a RIDE)",26,"Homem","Fundamental incompleto ou equivalente","Branca","Filho(a) do responsável e do cônjuge","Goiás",3,"Pré-pandemia","Ensino médio incompleto","Sem superior completo","Branco","Não responsável pelo domicílio",1,0,"Centro-Oeste",633.333333333333,1100
"325","530022375_01_06_21_04_1996_Mulher_5310111",22788,"Migrou para TCP","Capital",22,"Mulher","Superior incompleto ou equivalente","Parda","Cônjuge ou companheiro(a) do mesmo sexo","Distrito Federal",2,"Pré-pandemia","Ensino médio completo","Sem superior completo","Não branco","Não responsável pelo domicílio",10,0,"Centro-Oeste",1750,2000
"326","530020441_11_06_05_07_1994_Mulher_5310112",22855,"Migrou para o setor privado","Capital",23,"Mulher","Médio completo ou equivalente","Preta","Pessoa responsável pelo domicílio","Distrito Federal",1.4,"Pré-pandemia","Ensino médio completo","Sem superior completo","Não branco","Responsável pelo domicílio",3,0,"Centro-Oeste",0,959.5
"327","530037817_05_06_21_05_1989_Mulher_5310112",22862,"Migrou para o setor privado","Capital",28,"Mulher","Médio completo ou equivalente","Branca","Genro ou nora","Distrito Federal",3,"Pré-pandemia","Ensino médio completo","Sem superior completo","Branco","Não responsável pelo domicílio",4,0,"Centro-Oeste",2083.33333333333,1250
"328","530010518_13_06_27_01_1990_Homem_5310211",22991,"Migrou para o setor privado","Capital",28,"Homem","Superior completo","Parda","Pessoa responsável pelo domicílio","Distrito Federal",1,"Pré-pandemia","Ensino médio completo","Superior completo","Não branco","Responsável pelo domicílio",9,0,"Centro-Oeste",0,2100
"329","530034097_08_06_27_10_1987_Homem_5310211",23088,"Migrou para TCP","Capital",30,"Homem","Médio completo ou equivalente","Preta","Filho(a) somente do responsável","Distrito Federal",3,"Pré-pandemia","Ensino médio completo","Sem superior completo","Não branco","Não responsável pelo domicílio",2,0,"Centro-Oeste",450,900
"330","530034097_11_06_13_04_1985_Homem_5310211",23090,"Migrou para o setor privado","Capital",33,"Homem","Superior completo","Parda","Pessoa responsável pelo domicílio","Distrito Federal",2.4,"Pré-pandemia","Ensino médio completo","Superior completo","Não branco","Responsável pelo domicílio",8,0,"Centro-Oeste",238.5,1450
"331","530019192_06_06_09_07_1990_Homem_5310212",23134,"Migrou para o setor privado","Capital",27,"Homem","Médio completo ou equivalente","Parda","Filho(a) do responsável e do cônjuge","Distrito Federal",4,"Pré-pandemia","Ensino médio completo","Sem superior completo","Não branco","Não responsável pelo domicílio",11,0,"Centro-Oeste",914,1600
"332","530019192_08_06_19_05_1982_Mulher_5310212",23138,"Migrou para o setor privado","Capital",36,"Mulher","Médio completo ou equivalente","Parda","Filho(a) do responsável e do cônjuge","Distrito Federal",5,"Pré-pandemia","Ensino médio completo","Sem superior completo","Não branco","Não responsável pelo domicílio",24,0,"Centro-Oeste",820,1350
"333","110022055_06_07_28_07_1998_Homem_1151011",23336,"Migrou para o setor privado","Resto da UF  (Unidade da Federação, excluindo a região metropolitana e a RIDE)",20,"Homem","Médio incompleto ou equivalente","Parda","Filho(a) do responsável e do cônjuge","Rondônia",2,"Pré-pandemia","Ensino médio incompleto","Sem superior completo","Não branco","Não responsável pelo domicílio",36,0,"Norte",477,976
"334","120006422_09_07_04_02_1981_Homem_1210010",23647,"Migrou para TCP","Capital",37,"Homem","Superior completo","Parda","Pessoa responsável pelo domicílio","Acre",3,"Pré-pandemia","Ensino médio completo","Superior completo","Não branco","Responsável pelo domicílio",7,1,"Norte",0,1300
"335","130003160_02_07_05_03_1995_Homem_1310111",23798,"Migrou para o setor privado","Capital",23,"Homem","Superior completo","Branca","Filho(a) do responsável e do cônjuge","Amazonas",4,"Pré-pandemia","Ensino médio completo","Superior completo","Branco","Não responsável pelo domicílio",20,0,"Norte",1187.5,2850
"336","130034855_11_07_31_10_1998_Homem_1310112",23872,"Migrou para o setor privado","Capital",19,"Homem","Superior incompleto ou equivalente","Parda","Filho(a) do responsável e do cônjuge","Amazonas",4,"Pré-pandemia","Ensino médio completo","Sem superior completo","Não branco","Não responsável pelo domicílio",13,0,"Norte",625,600
"337","130054568_11_07_01_01_1998_Homem_1310112",23905,"Migrou para o setor privado","Capital",20,"Homem","Médio completo ou equivalente","Parda","Filho(a) do responsável e do cônjuge","Amazonas",4,"Pré-pandemia","Ensino médio completo","Sem superior completo","Não branco","Não responsável pelo domicílio",24,0,"Norte",406.75,1500
"338","130012407_02_07_02_12_1977_Homem_1310211",23970,"Migrou para o setor privado","Capital",40,"Homem","Superior completo","Parda","Pessoa responsável pelo domicílio","Amazonas",1.4,"Pré-pandemia","Ensino médio completo","Superior completo","Não branco","Responsável pelo domicílio",3,0,"Norte",0,1700
"339","130075156_07_07_22_11_1991_Homem_1310212",24114,"Migrou para TCP","Capital",27,"Homem","Superior completo","Branca","Pessoa responsável pelo domicílio","Amazonas",1,"Pré-pandemia","Ensino médio completo","Superior completo","Branco","Responsável pelo domicílio",2,0,"Norte",0,900
"340","140007161_03_07_22_04_1959_Homem_1410012",24539,"Migrou para TCP","Capital",59,"Homem","Superior completo","Parda","Cônjuge ou companheiro(a) de sexo diferente","Roraima",4.2,"Pré-pandemia","Ensino médio completo","Superior completo","Não branco","Não responsável pelo domicílio",4,0,"Norte",90,950
"341","150012564_02_07_26_12_1995_Mulher_1510011",24660,"Migrou para TCP","Capital",22,"Mulher","Superior incompleto ou equivalente","Parda","Filho(a) somente do responsável","Pará",3,"Pré-pandemia","Ensino médio completo","Sem superior completo","Não branco","Não responsável pelo domicílio",12,0,"Norte",0,225
"342","150053199_10_07_22_05_1982_Homem_1510011",24745,"Migrou para o setor privado","Capital",36,"Homem","Superior incompleto ou equivalente","Branca","Filho(a) somente do responsável","Pará",2,"Pré-pandemia","Ensino médio completo","Sem superior completo","Branco","Não responsável pelo domicílio",2,0,"Norte",1275,1549
"343","150023771_01_07_22_09_1970_Homem_1520011",24886,"Migrou para o setor privado","Resto da RM (Região Metropolitana, excluindo a capital)",47,"Homem","Fundamental completo ou equivalente","Parda","Cônjuge ou companheiro(a) de sexo diferente","Pará",3,"Pré-pandemia","Ensino médio incompleto","Sem superior completo","Não branco","Não responsável pelo domicílio",36,0,"Norte",409,999
"344","150071035_09_07_15_07_1998_Homem_1520011",24950,"Migrou para TCP","Resto da RM (Região Metropolitana, excluindo a capital)",19,"Homem","Médio incompleto ou equivalente","Branca","Filho(a) do responsável e do cônjuge","Pará",3,"Pré-pandemia","Ensino médio incompleto","Sem superior completo","Branco","Não responsável pelo domicílio",36,0,"Norte",916.666666666668,500
"345","150066142_01_07_20_11_1999_Mulher_1551011",25097,"Migrou para o setor privado","Resto da UF  (Unidade da Federação, excluindo a região metropolitana e a RIDE)",18,"Mulher","Fundamental completo ou equivalente","Branca","Filho(a) do responsável e do cônjuge","Pará",9.4,"Pré-pandemia","Ensino médio incompleto","Sem superior completo","Branco","Não responsável pelo domicílio",6,0,"Norte",294.5,400
"346","150045104_08_07_24_04_1994_Mulher_1552011",25244,"Migrou para o setor privado","Resto da UF  (Unidade da Federação, excluindo a região metropolitana e a RIDE)",24,"Mulher","Superior completo","Parda","Filho(a) do responsável e do cônjuge","Pará",3.6,"Pré-pandemia","Ensino médio completo","Superior completo","Não branco","Não responsável pelo domicílio",1,0,"Norte",804.166666666665,1400
"347","150015730_12_07_29_10_1981_Homem_1553011",25329,"Migrou para o setor privado","Resto da UF  (Unidade da Federação, excluindo a região metropolitana e a RIDE)",36,"Homem","Fundamental incompleto ou equivalente","Preta","Outro parente","Pará",9,"Pré-pandemia","Ensino médio incompleto","Sem superior completo","Não branco","Não responsável pelo domicílio",4,0,"Norte",18.0555555555556,455
"348","160002374_11_07_13_02_1983_Homem_1610111",25433,"Migrou para o setor privado","Capital",35,"Homem","Fundamental completo ou equivalente","Parda","Pessoa responsável pelo domicílio","Amapá",6,"Pré-pandemia","Ensino médio incompleto","Sem superior completo","Não branco","Responsável pelo domicílio",24,1,"Norte",0,1110
"349","160004928_07_07_21_06_1960_Homem_1610111",25448,"Migrou para TCP","Capital",58,"Homem","Fundamental incompleto ou equivalente","Parda","Cônjuge ou companheiro(a) de sexo diferente","Amapá",2,"Pré-pandemia","Ensino médio incompleto","Sem superior completo","Não branco","Não responsável pelo domicílio",60,0,"Norte",477,425
"350","170013062_12_07_09_06_1961_Homem_1752012",25818,"Migrou para TCP","Resto da UF  (Unidade da Federação, excluindo a região metropolitana e a RIDE)",57,"Homem","Fundamental incompleto ou equivalente","Parda","Pessoa responsável pelo domicílio","Tocantins",1.6,"Pré-pandemia","Ensino médio incompleto","Sem superior completo","Não branco","Responsável pelo domicílio",5,0,"Norte",0,450
"351","210006541_13_07_06_10_1997_Homem_2151011",26013,"Migrou para o setor privado","Resto da UF  (Unidade da Federação, excluindo a região metropolitana e a RIDE)",21,"Homem","Fundamental incompleto ou equivalente","Parda","Enteado(a)","Maranhão",5,"Pré-pandemia","Ensino médio incompleto","Sem superior completo","Não branco","Não responsável pelo domicílio",1,0,"Nordeste",150,65
"352","210056575_10_07_05_01_1983_Homem_2151011",26075,"Migrou para o setor privado","Resto da UF  (Unidade da Federação, excluindo a região metropolitana e a RIDE)",35,"Homem","Fundamental incompleto ou equivalente","Parda","Cônjuge ou companheiro(a) de sexo diferente","Maranhão",5.6,"Pré-pandemia","Ensino médio incompleto","Sem superior completo","Não branco","Não responsável pelo domicílio",1,1,"Nordeste",0,550
"353","210052237_05_07_04_10_1995_Mulher_2154011",26475,"Migrou para TCP","Resto da UF  (Unidade da Federação, excluindo a região metropolitana e a RIDE)",23,"Mulher","Fundamental completo ou equivalente","Branca","Filho(a) do responsável e do cônjuge","Maranhão",4,"Pré-pandemia","Ensino médio incompleto","Sem superior completo","Branco","Não responsável pelo domicílio",60,0,"Nordeste",0,50
"354","220011262_02_07_29_09_1967_Mulher_2210011",26611,"Migrou para TCP","Capital",51,"Mulher","Fundamental incompleto ou equivalente","Parda","Pai, mãe, padrasto ou madrasta","Piauí",4,"Pré-pandemia","Ensino médio incompleto","Sem superior completo","Não branco","Não responsável pelo domicílio",1,0,"Nordeste",595,400
"355","220004055_07_07_07_08_1997_Homem_2220010",26855,"Migrou para TCP","Resto da RIDE (Região Integrada de Desenvolvimento Econômico, excluindo a capital)",21,"Homem","Médio completo ou equivalente","Parda","Filho(a) somente do responsável","Piauí",4,"Pré-pandemia","Ensino médio completo","Sem superior completo","Não branco","Não responsável pelo domicílio",1,0,"Nordeste",0,110
"356","220032848_11_07_17_01_1979_Homem_2252011",27013,"Migrou para TCP","Resto da UF  (Unidade da Federação, excluindo a região metropolitana e a RIDE)",39,"Homem","Médio completo ou equivalente","Parda","Pessoa responsável pelo domicílio","Piauí",2,"Pré-pandemia","Ensino médio completo","Sem superior completo","Não branco","Responsável pelo domicílio",1,0,"Nordeste",0,500
"357","230052507_06_07_22_04_1993_Homem_2310211",27263,"Migrou para o setor privado","Capital",25,"Homem","Médio completo ou equivalente","Parda","Filho(a) do responsável e do cônjuge","Ceará",3,"Pré-pandemia","Ensino médio completo","Sem superior completo","Não branco","Não responsável pelo domicílio",10,0,"Nordeste",400,977
