"","id","Ano","V4012_ajust","ocupacao","cluster","Trimestre","Trimestre_Ano","UF","UPA","Estrato","V1008","V4012","V1014","V1022","V1016","V2007","V2008","V20081","V20082","V2009","VD4001","VD4002","VD3004","V4039","VD4010","V4032","V4019","V2010","V2005","VD4016","V1028","pessoas_domicilio","VD4016_ajust","regiao","Persistente","Precarizado","Transitório","chefe_domicilio","ensino_superior","renda_media"
"795","320063970_07_10_12_01_1988_Mulher_3220011",2023,"TCP","TCP","Precarizado",3,"3-2023","Espírito Santo",320063970,3220011,"07","Conta própria",10,"Urbana",3,"Mulher","12","01",1988,35,"Pessoas na força de trabalho","Pessoas ocupadas","Médio incompleto ou equivalente",44,"Outros Serviços","Não","Não","Parda","Pessoa responsável pelo domicílio",900,275.85956104,5,967.537166187102,"Sudeste",0,1,0,"Responsável pelo domicílio","Sem superior completo",1186.1130148283
"796","320065790_03_10_05_06_1966_Homem_3220011",2023,"TCP","TCP","Persistente",3,"3-2023","Espírito Santo",320065790,3220011,"03","Conta própria",10,"Urbana",3,"Homem","05","06",1966,57,"Pessoas na força de trabalho","Pessoas ocupadas","Fundamental completo ou equivalente",6,"Agricultura, pecuária, produção florestal, pesca e aquicultura","Não","Não","Branca","Cônjuge ou companheiro(a) de sexo diferente",700,167.89027663,4,752.528907034413,"Sudeste",1,0,0,"Não responsável pelo domicílio","Sem superior completo",731.849100593704
"797","320074201_01_10_18_04_1960_Homem_3220011",2023,"TCP","TCP","Persistente",3,"3-2023","Espírito Santo",320074201,3220011,"01","Conta própria",10,"Urbana",3,"Homem","18","04",1960,63,"Pessoas na força de trabalho","Pessoas ocupadas","Fundamental incompleto ou equivalente",48,"Transporte, armazenagem e correio ","Sim","Não","Branca","Pessoa responsável pelo domicílio",7000,199.69336445,1,7525.28907034413,"Sudeste",1,0,0,"Responsável pelo domicílio","Sem superior completo",7943.02227160069
"798","320001854_09_10_09_07_1969_Mulher_3220012",2023,"TCP","TCP","Persistente",3,"3-2023","Espírito Santo",320001854,3220012,"09","Conta própria",10,"Urbana",3,"Mulher","09","07",1969,53,"Pessoas na força de trabalho","Pessoas ocupadas","Fundamental incompleto ou equivalente",50,"Comércio, reparação de veículos automotores e motocicletas","Sim","Sim","Branca","Pessoa responsável pelo domicílio",500,176.19152076,2,537.520647881724,"Sudeste",1,0,0,"Responsável pelo domicílio","Sem superior completo",727.128696821255
"799","320035244_05_10_20_07_1968_Mulher_3220012",2023,NA,"PFT","Precarizado",3,"3-2023","Espírito Santo",320035244,3220012,"05",NA,10,"Urbana",3,"Mulher","20","07",1968,55,"Pessoas fora da força de trabalho",NA,"Médio completo ou equivalente",NA,"Desocupado",NA,NA,"Parda","Pessoa responsável pelo domicílio",NA,176.48147369,1,NA,"Sudeste",0,1,0,"Responsável pelo domicílio","Sem superior completo",1452.45768751214
"800","320035244_08_10_06_07_1968_Homem_3220012",2023,NA,"PFT","Transitório",3,"3-2023","Espírito Santo",320035244,3220012,"08",NA,10,"Urbana",3,"Homem","06","07",1968,55,"Pessoas fora da força de trabalho",NA,"Fundamental incompleto ou equivalente",NA,"Desocupado",NA,NA,"Parda","Cônjuge ou companheiro(a) de sexo diferente",NA,191.80464168,2,NA,"Sudeste",0,0,1,"Não responsável pelo domicílio","Sem superior completo",1064.15822990113
"801","320040253_12_10_27_10_1977_Homem_3220012",2023,"TCP","TCP","Transitório",3,"3-2023","Espírito Santo",320040253,3220012,"12","Conta própria",10,"Urbana",3,"Homem","27","10",1977,45,"Pessoas na força de trabalho","Pessoas ocupadas","Médio completo ou equivalente",40,"Informação, comunicação e atividades financeiras, imobiliárias, profissionais e administrativas","Não","Não","Parda","Pessoa responsável pelo domicílio",2000,136.90635567,4,2150.08259152689,"Sudeste",0,0,1,"Responsável pelo domicílio","Sem superior completo",5446.0541079373
"802","320041790_05_10_05_07_1986_Mulher_3220012",2023,"TCP","TCP","Persistente",3,"3-2023","Espírito Santo",320041790,3220012,"05","Conta própria",10,"Urbana",3,"Mulher","05","07",1986,37,"Pessoas na força de trabalho","Pessoas ocupadas","Médio completo ou equivalente",40,"Indústria geral","Sim","Sim","Parda","Pessoa responsável pelo domicílio",5000,226.5443722,3,5375.20647881724,"Sudeste",1,0,0,"Responsável pelo domicílio","Sem superior completo",2897.65768711225
"803","320050920_05_10_23_03_1960_Mulher_3220012",2023,"TCP","TCP","Persistente",3,"3-2023","Espírito Santo",320050920,3220012,"05","Conta própria",10,"Urbana",3,"Mulher","23","03",1960,63,"Pessoas na força de trabalho","Pessoas ocupadas","Superior completo",30,"Informação, comunicação e atividades financeiras, imobiliárias, profissionais e administrativas","Não","Não","Parda","Cônjuge ou companheiro(a) de sexo diferente",3000,254.43316354,6,3225.12388729034,"Sudeste",1,0,0,"Não responsável pelo domicílio","Superior completo",3465.85139071534
"804","320052312_05_10_08_01_2004_Homem_3220012",2023,NA,"PFT","Precarizado",3,"3-2023","Espírito Santo",320052312,3220012,"05",NA,10,"Urbana",3,"Homem","08","01",2004,19,"Pessoas fora da força de trabalho",NA,"Fundamental completo ou equivalente",NA,"Desocupado",NA,NA,"Parda","Filho(a) somente do responsável",NA,288.3705108,5,NA,"Sudeste",0,1,0,"Não responsável pelo domicílio","Sem superior completo",546.376601521732
"805","320065339_11_10_29_01_2004_Mulher_3220012",2023,"ESPriv","ESPriv","Transitório",3,"3-2023","Espírito Santo",320065339,3220012,"11","Empregado do setor privado",10,"Urbana",3,"Mulher","29","01",2004,19,"Pessoas na força de trabalho","Pessoas ocupadas","Médio incompleto ou equivalente",30,"Educação, saúde humana e serviços sociais","Não",NA,"Parda","Filho(a) somente do responsável",1000,297.63385899,4,1075.04129576345,"Sudeste",0,0,1,"Não responsável pelo domicílio","Sem superior completo",1311.30384365216
"806","320089709_07_10_06_05_1974_Mulher_3220012",2023,"TCP","TCP","Persistente",3,"3-2023","Espírito Santo",320089709,3220012,"07","Conta própria",10,"Urbana",3,"Mulher","06","05",1974,49,"Pessoas na força de trabalho","Pessoas ocupadas","Médio completo ou equivalente",30,"Informação, comunicação e atividades financeiras, imobiliárias, profissionais e administrativas","Não","Não","Branca","Cônjuge ou companheiro(a) de sexo diferente",2000,77.2162176,3,2150.08259152689,"Sudeste",1,0,0,"Não responsável pelo domicílio","Sem superior completo",2144.54885439523
"807","320092534_05_10_07_12_1968_Homem_3220012",2023,"TCP","TCP","Persistente",3,"3-2023","Espírito Santo",320092534,3220012,"05","Conta própria",10,"Urbana",3,"Homem","07","12",1968,54,"Pessoas na força de trabalho","Pessoas ocupadas","Médio completo ou equivalente",44,"Indústria geral","Não","Não","Parda","Pessoa responsável pelo domicílio",1200,170.79070063,2,1290.04955491614,"Sudeste",1,0,0,"Responsável pelo domicílio","Sem superior completo",1489.71692145484
"808","320095090_03_10_23_11_1970_Mulher_3220012",2023,"TCP","TCP","Persistente",3,"3-2023","Espírito Santo",320095090,3220012,"03","Conta própria",10,"Urbana",3,"Mulher","23","11",1970,52,"Pessoas na força de trabalho","Pessoas ocupadas","Fundamental completo ou equivalente",38,"Indústria geral","Sim","Sim","Parda","Pessoa responsável pelo domicílio",2500,188.97843559,2,2687.60323940862,"Sudeste",1,0,0,"Responsável pelo domicílio","Sem superior completo",3107.61513151534
"809","320095867_10_10_26_01_1973_Homem_3220012",2023,"TCP","TCP","Persistente",3,"3-2023","Espírito Santo",320095867,3220012,"10","Conta própria",10,"Urbana",3,"Homem","26","01",1973,50,"Pessoas na força de trabalho","Pessoas ocupadas","Superior completo",40,"Informação, comunicação e atividades financeiras, imobiliárias, profissionais e administrativas","Sim","Não","Branca","Filho(a) do responsável e do cônjuge",4000,227.00913741,4,4300.16518305379,"Sudeste",1,0,0,"Não responsável pelo domicílio","Superior completo",2895.48107393978
"810","320096180_02_10_02_10_1992_Homem_3220012",2023,"TCP","TCP","Persistente",3,"3-2023","Espírito Santo",320096180,3220012,"02","Conta própria",10,"Urbana",3,"Homem","02","10",1992,30,"Pessoas na força de trabalho","Pessoas ocupadas","Médio completo ou equivalente",20,"Construção","Não","Não","Preta","Filho(a) somente do responsável",1320,329.46134092,3,1419.05451040775,"Sudeste",1,0,0,"Não responsável pelo domicílio","Sem superior completo",1925.32404521835
"811","320006501_01_10_21_06_1981_Mulher_3251011",2023,"TCP","TCP","Persistente",3,"3-2023","Espírito Santo",320006501,3251011,"01","Conta própria",10,"Urbana",3,"Mulher","21","06",1981,42,"Pessoas na força de trabalho","Pessoas ocupadas","Superior completo",40,"Comércio, reparação de veículos automotores e motocicletas","Sim","Sim","Parda","Pessoa responsável pelo domicílio",1320,279.92477115,3,1419.05451040775,"Sudeste",1,0,0,"Responsável pelo domicílio","Superior completo",3521.28746275839
"812","320024101_03_10_05_08_1975_Homem_3251012",2023,NA,"PFT","Precarizado",3,"3-2023","Espírito Santo",320024101,3251012,"03",NA,10,"Urbana",3,"Homem","05","08",1975,48,"Pessoas na força de trabalho","Pessoas desocupadas","Fundamental incompleto ou equivalente",NA,"Desocupado",NA,NA,"Branca","Pessoa responsável pelo domicílio",NA,330.44296017,2,NA,"Sudeste",0,1,0,"Responsável pelo domicílio","Sem superior completo",2185.50640608693
"813","320024101_05_10_03_05_1973_Homem_3251012",2023,"TCP","TCP","Persistente",3,"3-2023","Espírito Santo",320024101,3251012,"05","Conta própria",10,"Urbana",3,"Homem","03","05",1973,50,"Pessoas na força de trabalho","Pessoas ocupadas","Fundamental incompleto ou equivalente",50,"Comércio, reparação de veículos automotores e motocicletas","Sim","Não","Branca","Cônjuge ou companheiro(a) de sexo diferente",1500,274.73802502,2,1612.56194364517,"Sudeste",1,0,0,"Não responsável pelo domicílio","Sem superior completo",2032.75470623829
"814","320046374_05_10_05_06_1995_Homem_3251012",2023,"ESPriv","ESPriv","Transitório",3,"3-2023","Espírito Santo",320046374,3251012,"05","Empregado do setor privado",10,"Urbana",3,"Homem","05","06",1995,28,"Pessoas na força de trabalho","Pessoas ocupadas","Médio completo ou equivalente",40,"Comércio, reparação de veículos automotores e motocicletas","Não",NA,"Parda","Filho(a) somente do responsável",1320,168.52052121,2,1419.05451040775,"Sudeste",0,0,1,"Não responsável pelo domicílio","Sem superior completo",1443.98453325856
"815","320037138_09_10_29_01_1980_Homem_3251020",2023,NA,"PFT","Precarizado",3,"3-2023","Espírito Santo",320037138,3251020,"09",NA,10,"Rural",3,"Homem","29","01",1980,43,"Pessoas fora da força de trabalho",NA,"Superior completo",NA,"Desocupado",NA,NA,"Branca","Pessoa responsável pelo domicílio",NA,209.98829763,4,NA,"Sudeste",0,1,0,"Responsável pelo domicílio","Superior completo",1596.2373448517
"816","320037138_12_10_10_01_1970_Mulher_3251020",2023,"TCP","TCP","Transitório",3,"3-2023","Espírito Santo",320037138,3251020,"12","Conta própria",10,"Rural",3,"Mulher","10","01",1970,53,"Pessoas na força de trabalho","Pessoas ocupadas","Fundamental incompleto ou equivalente",40,"Agricultura, pecuária, produção florestal, pesca e aquicultura","Não","Não","Branca","Cônjuge ou companheiro(a) de sexo diferente",600,203.46993483,4,645.024777458068,"Sudeste",0,0,1,"Não responsável pelo domicílio","Sem superior completo",1014.21523816477
"817","320043405_03_10_04_05_1979_Homem_3251020",2023,"ESPriv","ESPriv","Transitório",3,"3-2023","Espírito Santo",320043405,3251020,"03","Empregado do setor privado",10,"Rural",3,"Homem","04","05",1979,44,"Pessoas na força de trabalho","Pessoas ocupadas","Fundamental incompleto ou equivalente",40,"Construção","Não",NA,"Branca","Pessoa responsável pelo domicílio",500,208.49371628,1,537.520647881724,"Sudeste",0,0,1,"Responsável pelo domicílio","Sem superior completo",539.868802555849
"818","320043405_13_10_26_03_1974_Homem_3251020",2023,"ESPriv","ESPriv","Transitório",3,"3-2023","Espírito Santo",320043405,3251020,"13","Empregado do setor privado",10,"Rural",3,"Homem","26","03",1974,49,"Pessoas na força de trabalho","Pessoas ocupadas","Fundamental incompleto ou equivalente",44,"Agricultura, pecuária, produção florestal, pesca e aquicultura","Não",NA,"Parda","Pessoa responsável pelo domicílio",1000,239.49349687,4,1075.04129576345,"Sudeste",0,0,1,"Responsável pelo domicílio","Sem superior completo",4256.63291960453
"819","320073183_03_10_11_10_1974_Homem_3251020",2023,"TCP","TCP","Persistente",3,"3-2023","Espírito Santo",320073183,3251020,"03","Conta própria",10,"Rural",3,"Homem","11","10",1974,48,"Pessoas na força de trabalho","Pessoas ocupadas","Fundamental incompleto ou equivalente",44,"Agricultura, pecuária, produção florestal, pesca e aquicultura","Não","Não","Parda","Pessoa responsável pelo domicílio",2500,148.58856967,6,2687.60323940862,"Sudeste",1,0,0,"Responsável pelo domicílio","Sem superior completo",2739.31308073197
"820","320005260_09_10_18_04_1991_Mulher_3252011",2023,NA,"PFT","Precarizado",3,"3-2023","Espírito Santo",320005260,3252011,"09",NA,10,"Urbana",3,"Mulher","18","04",1991,32,"Pessoas na força de trabalho","Pessoas desocupadas","Médio completo ou equivalente",NA,"Desocupado",NA,NA,"Parda","Cônjuge ou companheiro(a) de sexo diferente",NA,345.18395977,4,NA,"Sudeste",0,1,0,"Não responsável pelo domicílio","Sem superior completo",691.702849435736
"821","320023707_02_10_10_09_1995_Mulher_3252011",2023,"ESPriv","ESPriv","Transitório",3,"3-2023","Espírito Santo",320023707,3252011,"02","Empregado do setor privado",10,"Urbana",3,"Mulher","10","09",1995,28,"Pessoas na força de trabalho","Pessoas ocupadas","Superior completo",40,"Educação, saúde humana e serviços sociais",NA,NA,"Branca","Cônjuge ou companheiro(a) de sexo diferente",9000,173.48277434,2,9675.37166187102,"Sudeste",0,0,1,"Não responsável pelo domicílio","Superior completo",8742.02562434771
"822","320023707_14_10_05_05_1992_Mulher_3252011",2023,"TCP","TCP","Persistente",3,"3-2023","Espírito Santo",320023707,3252011,"14","Conta própria",10,"Urbana",3,"Mulher","05","05",1992,31,"Pessoas na força de trabalho","Pessoas ocupadas","Superior completo",40,"Informação, comunicação e atividades financeiras, imobiliárias, profissionais e administrativas","Sim","Não","Branca","Pessoa responsável pelo domicílio",11000,125.03172631,1,11825.4542533979,"Sudeste",1,0,0,"Responsável pelo domicílio","Superior completo",11999.236064979
"823","320066050_08_10_29_09_1979_Homem_3252011",2023,"TCP","TCP","Transitório",3,"3-2023","Espírito Santo",320066050,3252011,"08","Conta própria",10,"Urbana",3,"Homem","29","09",1979,43,"Pessoas na força de trabalho","Pessoas ocupadas","Médio completo ou equivalente",40,"Agricultura, pecuária, produção florestal, pesca e aquicultura","Não","Não","Parda","Pessoa responsável pelo domicílio",2500,329.93190438,2,2687.60323940862,"Sudeste",0,0,1,"Responsável pelo domicílio","Sem superior completo",2687.60323940862
"824","320005371_02_10_15_02_1971_Homem_3252020",2023,"TCP","TCP","Persistente",3,"3-2023","Espírito Santo",320005371,3252020,"02","Conta própria",10,"Rural",3,"Homem","15","02",1971,52,"Pessoas na força de trabalho","Pessoas ocupadas","Médio completo ou equivalente",40,"Agricultura, pecuária, produção florestal, pesca e aquicultura","Sim","Sim","Branca","Pessoa responsável pelo domicílio",2000,133.05040208,4,2150.08259152689,"Sudeste",1,0,0,"Responsável pelo domicílio","Sem superior completo",2151.29741897086
"825","320075465_09_10_28_02_1967_Homem_3252020",2023,"TCP","TCP","Persistente",3,"3-2023","Espírito Santo",320075465,3252020,"09","Conta própria",10,"Rural",3,"Homem","28","02",1967,56,"Pessoas na força de trabalho","Pessoas ocupadas","Fundamental incompleto ou equivalente",50,"Agricultura, pecuária, produção florestal, pesca e aquicultura","Sim","Não","Parda","Pessoa responsável pelo domicílio",12500,110.74748069,6,13438.0161970431,"Sudeste",1,0,0,"Responsável pelo domicílio","Sem superior completo",8984.29981905163
"826","320060469_08_10_03_01_1983_Homem_3253011",2023,"TCP","TCP","Persistente",3,"3-2023","Espírito Santo",320060469,3253011,"08","Conta própria",10,"Urbana",3,"Homem","03","01",1983,40,"Pessoas na força de trabalho","Pessoas ocupadas","Superior incompleto ou equivalente",40,"Comércio, reparação de veículos automotores e motocicletas","Sim","Sim","Branca","Pessoa responsável pelo domicílio",2000,300.8246968,4,2150.08259152689,"Sudeste",1,0,0,"Responsável pelo domicílio","Sem superior completo",2825.03106442265
"827","320020441_09_10_31_03_1998_Homem_3253012",2023,"ESPriv","ESPriv","Transitório",3,"3-2023","Espírito Santo",320020441,3253012,"09","Empregado do setor privado",10,"Urbana",3,"Homem","31","03",1998,25,"Pessoas na força de trabalho","Pessoas ocupadas","Fundamental incompleto ou equivalente",54,"Construção","Não",NA,"Branca","Pessoa responsável pelo domicílio",2000,199.83246788,4,2150.08259152689,"Sudeste",0,0,1,"Responsável pelo domicílio","Sem superior completo",1639.1298045652
"828","320020441_13_10_08_10_1985_Homem_3253012",2023,"TCP","TCP","Persistente",3,"3-2023","Espírito Santo",320020441,3253012,"13","Conta própria",10,"Urbana",3,"Homem","08","10",1985,37,"Pessoas na força de trabalho","Pessoas ocupadas","Médio completo ou equivalente",20,"Construção","Não","Não","Branca","Filho(a) do responsável e do cônjuge",800,158.57619024,3,860.033036610758,"Sudeste",1,0,0,"Não responsável pelo domicílio","Sem superior completo",880.327742336451
"829","320057992_10_10_13_03_1985_Homem_3253020",2023,"TCP","TCP","Persistente",3,"3-2023","Espírito Santo",320057992,3253020,"10","Conta própria",10,"Rural",3,"Homem","13","03",1985,38,"Pessoas na força de trabalho","Pessoas ocupadas","Fundamental incompleto ou equivalente",40,"Agricultura, pecuária, produção florestal, pesca e aquicultura","Não","Não","Branca","Pessoa responsável pelo domicílio",1500,160.45974637,5,1612.56194364517,"Sudeste",1,0,0,"Responsável pelo domicílio","Sem superior completo",1751.26128277447
"830","320069597_04_10_29_01_1976_Homem_3253020",2023,"TCP","TCP","Persistente",3,"3-2023","Espírito Santo",320069597,3253020,"04","Conta própria",10,"Rural",3,"Homem","29","01",1976,47,"Pessoas na força de trabalho","Pessoas ocupadas","Médio completo ou equivalente",40,"Agricultura, pecuária, produção florestal, pesca e aquicultura","Sim","Não","Branca","Pessoa responsável pelo domicílio",2000,186.09965046,2,2150.08259152689,"Sudeste",1,0,0,"Responsável pelo domicílio","Sem superior completo",2249.51703461207
"831","320069597_08_10_10_08_1963_Homem_3253020",2023,"TCP","TCP","Persistente",3,"3-2023","Espírito Santo",320069597,3253020,"08","Conta própria",10,"Rural",3,"Homem","10","08",1963,59,"Pessoas na força de trabalho","Pessoas ocupadas","Sem instrução e menos de 1 ano de estudo",34,"Agricultura, pecuária, produção florestal, pesca e aquicultura","Sim","Não","Parda","Pessoa responsável pelo domicílio",800,175.58215539,3,860.033036610758,"Sudeste",1,0,0,"Responsável pelo domicílio","Sem superior completo",965.372006027434
"832","320069597_13_10_08_03_1992_Homem_3253020",2023,"TCP","TCP","Persistente",3,"3-2023","Espírito Santo",320069597,3253020,"13","Conta própria",10,"Rural",3,"Homem","08","03",1992,31,"Pessoas na força de trabalho","Pessoas ocupadas","Médio completo ou equivalente",40,"Construção","Sim","Não","Branca","Pessoa responsável pelo domicílio",2000,236.78454361,2,2150.08259152689,"Sudeste",1,0,0,"Responsável pelo domicílio","Sem superior completo",2186.53612648197
"833","330102207_05_10_05_08_1996_Mulher_3310111",2023,"TCP","TCP","Persistente",3,"3-2023","Rio de Janeiro",330102207,3310111,"05","Conta própria",10,"Urbana",3,"Mulher","05","08",1996,26,"Pessoas na força de trabalho","Pessoas ocupadas","Superior incompleto ou equivalente",70,"Alojamento e alimentação ","Não","Não","Branca","Filho(a) somente do responsável",4000,499.93561328,3,4309.40998290871,"Sudeste",1,0,0,"Não responsável pelo domicílio","Sem superior completo",4513.02611861344
"834","330307750_08_10_14_10_1978_Homem_3310111",2023,NA,"PFT","Persistente",3,"3-2023","Rio de Janeiro",330307750,3310111,"08",NA,10,"Urbana",3,"Homem","14","10",1978,44,"Pessoas na força de trabalho","Pessoas desocupadas","Superior completo",NA,"Desocupado",NA,NA,"Branca","Pessoa responsável pelo domicílio",NA,591.32560843,2,NA,"Sudeste",1,0,0,"Responsável pelo domicílio","Superior completo",8566.90281759275
"835","330093336_13_10_07_03_1973_Homem_3310112",2023,"TCP","TCP","Persistente",3,"3-2023","Rio de Janeiro",330093336,3310112,"13","Conta própria",10,"Urbana",3,"Homem","07","03",1973,50,"Pessoas na força de trabalho","Pessoas ocupadas","Superior completo",40,"Informação, comunicação e atividades financeiras, imobiliárias, profissionais e administrativas","Não","Não","Branca","Pessoa responsável pelo domicílio",5000,652.36316605,1,5386.76247863588,"Sudeste",1,0,0,"Responsável pelo domicílio","Superior completo",5042.85746496267
"836","330307393_03_10_07_07_1969_Homem_3310113",2023,"TCP","TCP","Persistente",3,"3-2023","Rio de Janeiro",330307393,3310113,"03","Conta própria",10,"Urbana",3,"Homem","07","07",1969,54,"Pessoas na força de trabalho","Pessoas ocupadas","Superior completo",40,"Construção","Não","Sim","Branca","Pessoa responsável pelo domicílio",2000,1286.07791557,2,2154.70499145435,"Sudeste",1,0,0,"Responsável pelo domicílio","Superior completo",16907.0732107682
"837","330307393_03_10_04_04_1976_Mulher_3310113",2023,"TCP","TCP","Persistente",3,"3-2023","Rio de Janeiro",330307393,3310113,"03","Conta própria",10,"Urbana",3,"Mulher","04","04",1976,47,"Pessoas na força de trabalho","Pessoas ocupadas","Superior completo",40,"Alojamento e alimentação ","Não","Sim","Branca","Cônjuge ou companheiro(a) de sexo diferente",600,1286.07791557,2,646.411497436306,"Sudeste",1,0,0,"Não responsável pelo domicílio","Superior completo",4079.41707135872
"838","330039249_02_10_22_07_1970_Mulher_3310211",2023,"TCP","TCP","Precarizado",3,"3-2023","Rio de Janeiro",330039249,3310211,"02","Conta própria",10,"Urbana",3,"Mulher","22","07",1970,53,"Pessoas na força de trabalho","Pessoas ocupadas","Médio completo ou equivalente",15,"Comércio, reparação de veículos automotores e motocicletas","Não","Não","Parda","Pessoa responsável pelo domicílio",600,527.69822072,4,646.411497436306,"Sudeste",0,1,0,"Responsável pelo domicílio","Sem superior completo",1004.3209176597
"839","330039249_12_10_04_01_1980_Homem_3310211",2023,"TCP","TCP","Persistente",3,"3-2023","Rio de Janeiro",330039249,3310211,"12","Conta própria",10,"Urbana",3,"Homem","04","01",1980,43,"Pessoas na força de trabalho","Pessoas ocupadas","Superior completo",50,"Transporte, armazenagem e correio ","Não","Não","Parda","Cônjuge ou companheiro(a) de sexo diferente",3000,536.20850951,3,3232.05748718153,"Sudeste",1,0,0,"Não responsável pelo domicílio","Superior completo",2706.02297339178
"840","330070597_12_10_01_05_1991_Homem_3310211",2023,"TCP","TCP","Persistente",3,"3-2023","Rio de Janeiro",330070597,3310211,"12","Conta própria",10,"Urbana",3,"Homem","01","05",1991,32,"Pessoas na força de trabalho","Pessoas ocupadas","Fundamental incompleto ou equivalente",77,"Outros Serviços","Não","Não","Parda","Cônjuge ou companheiro(a) de sexo diferente",2000,720.47633885,4,2154.70499145435,"Sudeste",1,0,0,"Não responsável pelo domicílio","Sem superior completo",2144.32156180942
"841","330242089_03_10_20_08_2003_Homem_3310211",2023,"ESPriv","ESPriv","Transitório",3,"3-2023","Rio de Janeiro",330242089,3310211,"03","Empregado do setor privado",10,"Urbana",3,"Homem","20","08",2003,19,"Pessoas na força de trabalho","Pessoas ocupadas","Médio completo ou equivalente",24,"Comércio, reparação de veículos automotores e motocicletas","Não",NA,"Parda","Filho(a) somente do responsável",200,492.09314592,3,215.470499145435,"Sudeste",0,0,1,"Não responsável pelo domicílio","Sem superior completo",753.82962359185
"842","330242089_08_10_03_03_1962_Homem_3310211",2023,"TCP","TCP","Persistente",3,"3-2023","Rio de Janeiro",330242089,3310211,"08","Conta própria",10,"Urbana",3,"Homem","03","03",1962,61,"Pessoas na força de trabalho","Pessoas ocupadas","Fundamental incompleto ou equivalente",32,"Comércio, reparação de veículos automotores e motocicletas","Não","Não","Parda","Pessoa responsável pelo domicílio",600,428.67819976,1,646.411497436306,"Sudeste",1,0,0,"Responsável pelo domicílio","Sem superior completo",392.207009800286
"843","330206568_13_10_29_03_1997_Mulher_3310212",2023,"TCP","TCP","Precarizado",3,"3-2023","Rio de Janeiro",330206568,3310212,"13","Conta própria",10,"Urbana",3,"Mulher","29","03",1997,26,"Pessoas na força de trabalho","Pessoas ocupadas","Médio completo ou equivalente",8,"Outros Serviços","Não","Não","Parda","Pessoa responsável pelo domicílio",500,608.06829364,3,538.676247863589,"Sudeste",0,1,0,"Responsável pelo domicílio","Sem superior completo",484.718016386609
"844","330223293_03_10_02_11_2002_Homem_3310212",2023,"TCP","TCP","Persistente",3,"3-2023","Rio de Janeiro",330223293,3310212,"03","Conta própria",10,"Urbana",3,"Homem","02","11",2002,20,"Pessoas na força de trabalho","Pessoas ocupadas","Médio completo ou equivalente",72,"Transporte, armazenagem e correio ","Não","Não","Parda","Neto(a)",2500,481.75078096,5,2693.38123931794,"Sudeste",1,0,0,"Não responsável pelo domicílio","Sem superior completo",2182.78180419976
"845","330338238_03_10_19_01_1990_Homem_3310212",2023,"ESPriv","ESPriv","Persistente",3,"3-2023","Rio de Janeiro",330338238,3310212,"03","Empregado do setor privado",10,"Urbana",3,"Homem","19","01",1990,33,"Pessoas na força de trabalho","Pessoas ocupadas","Médio incompleto ou equivalente",45,"Construção","Não",NA,"Preta","Pessoa responsável pelo domicílio",1400,962.58228546,3,1508.29349401805,"Sudeste",1,0,0,"Responsável pelo domicílio","Sem superior completo",1446.81451854476
"846","330338238_08_10_04_10_1990_Mulher_3310212",2023,"TCP","TCP","Persistente",3,"3-2023","Rio de Janeiro",330338238,3310212,"08","Conta própria",10,"Urbana",3,"Mulher","04","10",1990,32,"Pessoas na força de trabalho","Pessoas ocupadas","Superior completo",35,"Transporte, armazenagem e correio ","Não","Não","Parda","Irmão ou irmã",1600,672.40607465,3,1723.76399316348,"Sudeste",1,0,0,"Não responsável pelo domicílio","Superior completo",1980.98450770911
"847","330233026_08_10_26_11_1987_Homem_3310213",2023,"TCP","TCP","Persistente",3,"3-2023","Rio de Janeiro",330233026,3310213,"08","Conta própria",10,"Urbana",3,"Homem","26","11",1987,35,"Pessoas na força de trabalho","Pessoas ocupadas","Médio completo ou equivalente",45,"Informação, comunicação e atividades financeiras, imobiliárias, profissionais e administrativas","Sim","Sim","Preta","Pessoa responsável pelo domicílio",1500,576.49155722,3,1616.02874359077,"Sudeste",1,0,0,"Responsável pelo domicílio","Sem superior completo",2119.71762763461
"848","330140214_04_10_22_10_1992_Homem_3310311",2023,"TCP","TCP","Persistente",3,"3-2023","Rio de Janeiro",330140214,3310311,"04","Conta própria",10,"Urbana",3,"Homem","22","10",1992,30,"Pessoas na força de trabalho","Pessoas ocupadas","Médio completo ou equivalente",40,"Transporte, armazenagem e correio ","Não","Não","Branca","Cônjuge ou companheiro(a) de sexo diferente",2500,631.25339721,2,2693.38123931794,"Sudeste",1,0,0,"Não responsável pelo domicílio","Sem superior completo",4580.94852655994
"849","330214839_02_10_14_02_1973_Homem_3310311",2023,"ESPriv","ESPriv","Transitório",3,"3-2023","Rio de Janeiro",330214839,3310311,"02","Empregado do setor privado",10,"Urbana",3,"Homem","14","02",1973,50,"Pessoas na força de trabalho","Pessoas ocupadas","Médio incompleto ou equivalente",40,"Transporte, armazenagem e correio ","Não",NA,"Preta","Pessoa responsável pelo domicílio",500,582.24203223,1,538.676247863589,"Sudeste",0,0,1,"Responsável pelo domicílio","Sem superior completo",733.508643475515
